reward 19,reward 20,reward 16,reward 26,reward 14,reward 1,reward 25,reward 28,reward 29,reward 3,reward 5,reward 8,reward 10,reward 21,reward 11,StepNum,reward 9,reward 15,reward 18,reward 7,reward 0,reward 22,reward 6,reward 13,reward 2,reward 12,reward 24,reward 27,reward 17,reward 4,reward 23
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1399000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1400000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1401000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1402000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
356.1246608278939,355.99645814394813,360.35628936865055,346.7396701395068,361.96222025862266,409.05501292988777,349.2693643025474,345.09404361525077,341.332610703319,393.0522158988983,389.66320840999634,377.8944151890383,372.8227963768805,355.7573799650485,368.4621980717331,1403000,376.35417875585506,361.3402862073745,357.0141858518604,378.55794768953166,411.1913643473281,355.6120897241281,387.3950144304019,363.9024325146618,406.0823833325771,368.3645495823144,351.75178469955506,345.59606830885645,359.9774269359292,392.77464321001594,354.1900227051001
356.1246608278939,355.99645814394813,360.35628936865055,346.7396701395068,361.96222025862266,409.05501292988777,349.2693643025474,345.09404361525077,341.332610703319,393.0522158988983,389.66320840999634,377.8944151890383,372.8227963768805,355.7573799650485,368.4621980717331,1404000,376.35417875585506,361.3402862073745,357.0141858518604,378.55794768953166,411.1913643473281,355.6120897241281,387.3950144304019,363.9024325146618,406.0823833325771,368.3645495823144,351.75178469955506,345.59606830885645,359.9774269359292,392.77464321001594,354.1900227051001
356.1246608278939,355.99645814394813,360.35628936865055,346.7396701395068,361.96222025862266,409.05501292988777,349.2693643025474,345.09404361525077,341.332610703319,393.0522158988983,389.66320840999634,377.8944151890383,372.8227963768805,355.7573799650485,368.4621980717331,1405000,376.35417875585506,361.3402862073745,357.0141858518604,378.55794768953166,411.1913643473281,355.6120897241281,387.3950144304019,363.9024325146618,406.0823833325771,368.3645495823144,351.75178469955506,345.59606830885645,359.9774269359292,392.77464321001594,354.1900227051001
356.1246608278939,355.99645814394813,360.35628936865055,346.7396701395068,361.96222025862266,409.05501292988777,349.2693643025474,345.09404361525077,341.332610703319,393.0522158988983,389.66320840999634,377.8944151890383,372.8227963768805,355.7573799650485,368.4621980717331,1406000,376.35417875585506,361.3402862073745,357.0141858518604,378.55794768953166,411.1913643473281,355.6120897241281,387.3950144304019,363.9024325146618,406.0823833325771,368.3645495823144,351.75178469955506,345.59606830885645,359.9774269359292,392.77464321001594,354.1900227051001
356.1246608278939,355.99645814394813,360.35628936865055,346.7396701395068,361.96222025862266,409.05501292988777,349.2693643025474,345.09404361525077,341.332610703319,393.0522158988983,389.66320840999634,377.8944151890383,372.8227963768805,355.7573799650485,368.4621980717331,1407000,376.35417875585506,361.3402862073745,357.0141858518604,378.55794768953166,411.1913643473281,355.6120897241281,387.3950144304019,363.9024325146618,406.0823833325771,368.3645495823144,351.75178469955506,345.59606830885645,359.9774269359292,392.77464321001594,354.1900227051001
356.1246608278939,355.99645814394813,360.35628936865055,346.7396701395068,361.96222025862266,409.05501292988777,349.2693643025474,345.09404361525077,341.332610703319,393.0522158988983,389.66320840999634,377.8944151890383,372.8227963768805,355.7573799650485,368.4621980717331,1408000,376.35417875585506,361.3402862073745,357.0141858518604,378.55794768953166,411.1913643473281,355.6120897241281,387.3950144304019,363.9024325146618,406.0823833325771,368.3645495823144,351.75178469955506,345.59606830885645,359.9774269359292,392.77464321001594,354.1900227051001
356.1246608278939,355.99645814394813,360.35628936865055,346.7396701395068,361.96222025862266,409.05501292988777,349.2693643025474,345.09404361525077,341.332610703319,393.0522158988983,389.66320840999634,377.8944151890383,372.8227963768805,355.7573799650485,368.4621980717331,1409000,376.35417875585506,361.3402862073745,357.0141858518604,378.55794768953166,411.1913643473281,355.6120897241281,387.3950144304019,363.9024325146618,406.0823833325771,368.3645495823144,351.75178469955506,345.59606830885645,359.9774269359292,392.77464321001594,354.1900227051001
356.1246608278939,355.99645814394813,360.35628936865055,346.7396701395068,361.96222025862266,409.05501292988777,349.2693643025474,345.09404361525077,341.332610703319,393.0522158988983,389.66320840999634,377.8944151890383,372.8227963768805,355.7573799650485,368.4621980717331,1410000,376.35417875585506,361.3402862073745,357.0141858518604,378.55794768953166,411.1913643473281,355.6120897241281,387.3950144304019,363.9024325146618,406.0823833325771,368.3645495823144,351.75178469955506,345.59606830885645,359.9774269359292,392.77464321001594,354.1900227051001
356.1246608278939,355.99645814394813,360.35628936865055,346.7396701395068,361.96222025862266,409.05501292988777,349.2693643025474,345.09404361525077,341.332610703319,393.0522158988983,389.66320840999634,377.8944151890383,372.8227963768805,355.7573799650485,368.4621980717331,1411000,376.35417875585506,361.3402862073745,357.0141858518604,378.55794768953166,411.1913643473281,355.6120897241281,387.3950144304019,363.9024325146618,406.0823833325771,368.3645495823144,351.75178469955506,345.59606830885645,359.9774269359292,392.77464321001594,354.1900227051001
356.1246608278939,355.99645814394813,360.35628936865055,346.7396701395068,361.96222025862266,409.05501292988777,349.2693643025474,345.09404361525077,341.332610703319,393.0522158988983,389.66320840999634,377.8944151890383,372.8227963768805,355.7573799650485,368.4621980717331,1412000,376.35417875585506,361.3402862073745,357.0141858518604,378.55794768953166,411.1913643473281,355.6120897241281,387.3950144304019,363.9024325146618,406.0823833325771,368.3645495823144,351.75178469955506,345.59606830885645,359.9774269359292,392.77464321001594,354.1900227051001
356.1246608278939,355.99645814394813,360.35628936865055,346.7396701395068,361.96222025862266,409.05501292988777,349.2693643025474,345.09404361525077,341.332610703319,393.0522158988983,389.66320840999634,377.8944151890383,372.8227963768805,355.7573799650485,368.4621980717331,1413000,376.35417875585506,361.3402862073745,357.0141858518604,378.55794768953166,411.1913643473281,355.6120897241281,387.3950144304019,363.9024325146618,406.0823833325771,368.3645495823144,351.75178469955506,345.59606830885645,359.9774269359292,392.77464321001594,354.1900227051001
356.1246608278939,355.99645814394813,360.35628936865055,346.7396701395068,361.96222025862266,409.05501292988777,349.2693643025474,345.09404361525077,341.332610703319,393.0522158988983,389.66320840999634,377.8944151890383,372.8227963768805,355.7573799650485,368.4621980717331,1414000,376.35417875585506,361.3402862073745,357.0141858518604,378.55794768953166,411.1913643473281,355.6120897241281,387.3950144304019,363.9024325146618,406.0823833325771,368.3645495823144,351.75178469955506,345.59606830885645,359.9774269359292,392.77464321001594,354.1900227051001
356.1246608278939,355.99645814394813,360.35628936865055,346.7396701395068,361.96222025862266,409.05501292988777,349.2693643025474,345.09404361525077,341.332610703319,393.0522158988983,389.66320840999634,377.8944151890383,372.8227963768805,355.7573799650485,368.4621980717331,1415000,376.35417875585506,361.3402862073745,357.0141858518604,378.55794768953166,411.1913643473281,355.6120897241281,387.3950144304019,363.9024325146618,406.0823833325771,368.3645495823144,351.75178469955506,345.59606830885645,359.9774269359292,392.77464321001594,354.1900227051001
356.1246608278939,355.99645814394813,360.35628936865055,346.7396701395068,361.96222025862266,409.05501292988777,349.2693643025474,345.09404361525077,341.332610703319,393.0522158988983,389.66320840999634,377.8944151890383,372.8227963768805,355.7573799650485,368.4621980717331,1416000,376.35417875585506,361.3402862073745,357.0141858518604,378.55794768953166,411.1913643473281,355.6120897241281,387.3950144304019,363.9024325146618,406.0823833325771,368.3645495823144,351.75178469955506,345.59606830885645,359.9774269359292,392.77464321001594,354.1900227051001
356.1246608278939,355.99645814394813,360.35628936865055,346.7396701395068,361.96222025862266,409.05501292988777,349.2693643025474,345.09404361525077,341.332610703319,393.0522158988983,389.66320840999634,377.8944151890383,372.8227963768805,355.7573799650485,368.4621980717331,1417000,376.35417875585506,361.3402862073745,357.0141858518604,378.55794768953166,411.1913643473281,355.6120897241281,387.3950144304019,363.9024325146618,406.0823833325771,368.3645495823144,351.75178469955506,345.59606830885645,359.9774269359292,392.77464321001594,354.1900227051001
356.1246608278939,355.99645814394813,360.35628936865055,346.7396701395068,361.96222025862266,409.05501292988777,349.2693643025474,345.09404361525077,341.332610703319,393.0522158988983,389.66320840999634,377.8944151890383,372.8227963768805,355.7573799650485,368.4621980717331,1418000,376.35417875585506,361.3402862073745,357.0141858518604,378.55794768953166,411.1913643473281,355.6120897241281,387.3950144304019,363.9024325146618,406.0823833325771,368.3645495823144,351.75178469955506,345.59606830885645,359.9774269359292,392.77464321001594,354.1900227051001
356.1246608278939,355.99645814394813,360.35628936865055,346.7396701395068,361.96222025862266,409.05501292988777,349.2693643025474,345.09404361525077,341.332610703319,393.0522158988983,389.66320840999634,377.8944151890383,372.8227963768805,355.7573799650485,368.4621980717331,1419000,376.35417875585506,361.3402862073745,357.0141858518604,378.55794768953166,411.1913643473281,355.6120897241281,387.3950144304019,363.9024325146618,406.0823833325771,368.3645495823144,351.75178469955506,345.59606830885645,359.9774269359292,392.77464321001594,354.1900227051001
356.1246608278939,355.99645814394813,360.35628936865055,346.7396701395068,361.96222025862266,409.05501292988777,349.2693643025474,345.09404361525077,341.332610703319,393.0522158988983,389.66320840999634,377.8944151890383,372.8227963768805,355.7573799650485,368.4621980717331,1420000,376.35417875585506,361.3402862073745,357.0141858518604,378.55794768953166,411.1913643473281,355.6120897241281,387.3950144304019,363.9024325146618,406.0823833325771,368.3645495823144,351.75178469955506,345.59606830885645,359.9774269359292,392.77464321001594,354.1900227051001
356.1246608278939,355.99645814394813,360.35628936865055,346.7396701395068,361.96222025862266,409.05501292988777,349.2693643025474,345.09404361525077,341.332610703319,393.0522158988983,389.66320840999634,377.8944151890383,372.8227963768805,355.7573799650485,368.4621980717331,1421000,376.35417875585506,361.3402862073745,357.0141858518604,378.55794768953166,411.1913643473281,355.6120897241281,387.3950144304019,363.9024325146618,406.0823833325771,368.3645495823144,351.75178469955506,345.59606830885645,359.9774269359292,392.77464321001594,354.1900227051001
356.1246608278939,355.99645814394813,360.35628936865055,346.7396701395068,361.96222025862266,409.05501292988777,349.2693643025474,345.09404361525077,341.332610703319,393.0522158988983,389.66320840999634,377.8944151890383,372.8227963768805,355.7573799650485,368.4621980717331,1422000,376.35417875585506,361.3402862073745,357.0141858518604,378.55794768953166,411.1913643473281,355.6120897241281,387.3950144304019,363.9024325146618,406.0823833325771,368.3645495823144,351.75178469955506,345.59606830885645,359.9774269359292,392.77464321001594,354.1900227051001
356.1246608278939,355.99645814394813,360.35628936865055,346.7396701395068,361.96222025862266,409.05501292988777,349.2693643025474,345.09404361525077,341.332610703319,393.0522158988983,389.66320840999634,377.8944151890383,372.8227963768805,355.7573799650485,368.4621980717331,1423000,376.35417875585506,361.3402862073745,357.0141858518604,378.55794768953166,411.1913643473281,355.6120897241281,387.3950144304019,363.9024325146618,406.0823833325771,368.3645495823144,351.75178469955506,345.59606830885645,359.9774269359292,392.77464321001594,354.1900227051001
